Cillaarshoek,Strijen,ZH
Clinge,Hulst,Zeeland
Coelhorst,Amersfoort,Utrecht
Coevorden,Coevorden,Drenthe
Coldenhove,Brummen,GLD
Colijnsplaat,Noord-Beveland,Zeeland
Collendoorn,Hardenberg,Overijssel
Colmont,Voerendaal,Limburg
Colmschate,Deventer,Overijssel
Corle,Winterswijk,GLD
Cornjum,Leeuwarderadeel,Frysland
Cornwerd,Wñnseradiel,Frysland
Cortenoever,Brummen,GLD
Cothen,Wijk bij Duurstede,Utrecht
Cottessen,Vaals,Limburg
Coudewater,'s-Hertogenbosch,NB
Coudorpe,Borsele,Zeeland
Couwelaar,Alphen-Chaam,NB
Craailo,Blaricum,NH
Crapoel,Gulpen-Wittem,Limburg
Craubeek,Voerendaal,Limburg
Creil,Noordoostpolder,Flevoland
Cromvoirt,Vught,NB
Croy,Laarbeek,NB
Cruquius,Haarlemmermeer,NH
Cuijk,Cuijk,NB
Culemborg,Culemborg,GLD
Daarle,Hellendoorn,Overijssel
Daarlerveen,Hellendoorn,Overijssel
Dal,Gulpen-Wittem,Limburg
Dale,Aalten,GLD
Dalem,Gorinchem,ZH
Dalen,Coevorden,Drenthe
Dalerend,Coevorden,Drenthe
Dalerpeel,Coevorden,Drenthe
Dalerveen,Coevorden,Drenthe
Dalfsen,Dalfsen,Overijssel
Dalfserveld,Dalfsen,Overijssel
Dalmsholte,Dalfsen,Overijssel
Dalmsholte,Ommen,Overijssel
Dam,Gennep,Limburg
Dam,Wieringen,NH
Damwoude,Dantumadiel,Frysland
Daniken,Sittard-Geleen,Limburg
Darp,Westerveld,Drenthe
Darthuizen,Utrechtse Heuvelrug,Utrecht
Dassemus,Alphen-Chaam,NB
De Baan,Werkendam,NB
De Baarsjes,Amsterdam,NH
De Beek,Ermelo,GLD
De Bente,Coevorden,Drenthe
De Bilt,De Bilt,Utrecht
De Blesse,Weststellingwerf,Frysland
De Blokken,Wanseradiel,Frysland
De Bruil,Berkelland,GLD
De Bruil,Vlagtwedde,Groningen
De Bult,Dongeradeel,Frysland
De Bult,Steenwijkerland,Overijssel
De Cocksdorp,Texel,NH
De Engel,Lisse,ZH
De Gest,Wieringen,NH
De Glind,Barneveld,GLD
De Goorn,Koggenland,NH
De Groeve,Tynaarlo,Drenthe
De Haar,Assen,Drenthe
De Haar,Hardenberg,Overijssel
De Haar,Coevorden,Drenthe
De Haar,Berkelland,GLD
De Hammen,Winsum,Groningen
De Haukes,Wieringen,NH
De Heen,Steenbergen,NB
De Hei,Laarbeek,NB
De Heid,Wieringen,NH
De Heurne,Aalten,GLD
De Heuvel,Waalre,NB
De Hilte,Aa en Hunze,Drenthe
De Hoef,Alkmaar,NH
De Hoef,De Ronde Venen,Utrecht
De Hoek,Haarlemmermeer,NH
De Hoelm,Wieringen,NH
De Hoeve,Weststellingwerf,Frysland
De Hoeven,Heusden,NB
De Horn,Weesp,NH
De Horst,Groesbeek,GLD
De Horst,Noordenveld,Drenthe
De Hut,Gulpen-Wittem,Limburg
De Hutten,Someren,NB
De Kaag (plassengebied),Kaag en Braassem,ZH
De Kampen,Zuidhorn,Groningen
De Kar,Apeldoorn,GLD
De Kar,Voorst,GLD
De Kiel,Coevorden,Drenthe
De Klem,Strijen,ZH
De Klencke,Coevorden,Drenthe
De Klomp,Ede,GLD
De Klosse,Steenwijkerland,Overijssel
De Knipe,Heerenveen,Frysland
De Kolk,Steenwijkerland,Overijssel
De Kolk,Meppel,Drenthe
De Koog,Texel,NH
De Kooy,Den Helder,NH
De Kraan,Tilburg,NB
De Krim,Hardenberg,Overijssel
De Kwakel,Uithoorn,NH
De Langstraat,Oostflakkee,ZH
De Leijen,Staphorst,Overijssel
De Lier,Westland,ZH
De Lind,Roosendaal,NB
De Looi,Gennep,Limburg
De Lutte,Losser,Overijssel
De Maat,Hardenberg,Overijssel
De Mars,Buren,GLD
De Mars,Coevorden,Drenthe
De Marshoek,Dalfsen,Overijssel
De Meene,Bronckhorst,GLD
De Meern,Utrecht,Utrecht
De Meye,Woerden,Utrecht
De Moer,Loon op Zand,NB
De Moesberg,Westerveld,Drenthe
De Mortel,Gemert-Bakel,NB
De Mulderij,Hardenberg,Overijssel
De Nes,Texel,NH
De Noord,Heerhugowaard,NH
De Oude Tol,De Wolden,Drenthe
De Pijp,Amsterdam,NH
De Poffert,Zuidhorn,Groningen
De Pol,Hardenberg,Overijssel
De Pol,Noordenveld,Drenthe
De Pol,Steenwijkerland,Overijssel
De Pollen,Twenterand,Overijssel
De Poppe,Losser,Overijssel
De Punt,Tynaarlo,Drenthe
De Raken,Winsum,Groningen
De Rietschoof,Zaltbommel,GLD
De Rijp,Graft-De Rijp,NH
De Rips,Gemert-Bakel,NB
De Rith,Breda,NB
De Rotte,Lansingerland,ZH
De Ruigewaard,Zuidhorn,Groningen
De Schatkuil,Heumen,GLD
De Sluis,Tholen,Zeeland
De Stapel,De Wolden,Drenthe
De Steeg,Rheden,GLD
De Steegh,Horst aan de Maas,Limburg
De Stuw,De Wolden,Drenthe
De Tike,Smallingerland,Frysland
De Tippe,Hardenberg,Overijssel
De Tippe,De Wolden,Drenthe
De Valom,Dantumadiel,Frysland
De Vecht,Voorst,GLD
De Veenhoop,Smallingerland,Frysland
De Veenhuis,Nijkerk,GLD
De Velde,Zwartewaterland,Overijssel
De Vennen,Winsum,Groningen
De Vossenberg,Gemert-Bakel,NB
De Waal,Texel,NH
De Wacht,Binnenmaas,ZH
De Weerd,Maasgouw,Limburg
De Weere,Opmeer,NH
De Wijk,De Wolden,Drenthe
De Wijk,Voorst,GLD
De Wilgen,Smallingerland,Frysland
De Wilp,Marum,Groningen
De Wind,Gemert-Bakel,NB
De Woude,Castricum,NH
De Zande,Kampen,Overijssel
De Zilk,Noordwijkerhout,ZH
Dearsum,Boarnsterhim,Frysland
Dedemsvaart,Hardenberg,Overijssel
Dedgum,Wñnseradiel,Frysland
Deelen,Ede,GLD
Deelse Kampen,Gemert-Bakel,NB
Deense Hoek,Laarbeek,NB
Deersum,Boarnsterhim,Frysland
Deest,Druten,GLD
Deil,Geldermalsen,GLD
Deinum,Menaldumadeel,Frysland
Delden,Hof van Twente,Overijssel
Delden,Bronckhorst,GLD
Deldenerbroek,Hof van Twente,Overijssel
Deldeneresch,Hof van Twente,Overijssel
Delfgauw,Pijnacker-Nootdorp,ZH
Delfshaven,Rotterdam,ZH
Delfstrahuizen,Lemsterland,Frysland
Delft,Delft,ZH
Delfzijl,Delfzijl,Groningen
Delwijnen,Zaltbommel,GLD
Demen,Oss,NB
Den Andel,Winsum,Groningen
Den Bommel,Oostflakkee,ZH
Den Bosch,'s-Hertogenbosch,NB
Den Burg,Texel,NH
Den Dolder,Zeist,Utrecht
Den Dungen,Sint-Michielsgestel,NB
Den Eng,Buren,GLD
Den Haag,Den Haag,ZH
Den Ham,Twenterand,Overijssel
Den Ham,Zuidhorn,Groningen
Den Helder,Den Helder,NH
Den Hool,Coevorden,Drenthe
Den Hoorn,Midden-Delfland,ZH
Den Hoorn,Texel,NH
Den Horn,Groningen,Groningen
Den Horn,Zuidhorn,Groningen
Den Hout,Oosterhout,NB
Den Huizen,Hardenberg,Overijssel
Den Hulst,Staphorst,Overijssel
Den Ilp,Landsmeer,NH
Den Kaat,Hardenberg,Overijssel
Den Nul,Olst-Wijhe,Overijssel
Den Oever,Wieringen,NH
Den Oosterhuis,Hardenberg,Overijssel
Den Velde,Hardenberg,Overijssel
Den Westerhuis,Hardenberg,Overijssel
Denekamp,Dinkelland,Overijssel
Dennenburg,Oss,NB
Deurne,Deurne,NB
Deurningen,Dinkelland,Overijssel
Deursen,Oss,NB
Deurze,Aa en Hunze,Drenthe
Deventer,Deventer,Overijssel
Dichteren,Doetinchem,GLD
Didam,Montferland,GLD
Dieden,Oss,NB
Diekendaal,Gennep,Limburg
Diemen,Diemen,NH
Diependal,Gulpen-Wittem,Limburg
Diepenheim,Hof van Twente,Overijssel
Diepenveen,Deventer,Overijssel
Diepswal,Zuidhorn,Groningen
Dieren,Rheden,GLD
Diermen,Putten,GLD
Diessen,Hilvarenbeek,NB
Dieteren,Echt-Susteren,Limburg
Diever,Westerveld,Drenthe
Dieverbrug,Westerveld,Drenthe
Diffelen,Hardenberg,Overijssel
Dijk,Gulpen-Wittem,Limburg
Dijk,Kessel,Limburg
Dijken,SkarsterlÉn,Frysland
Dijkerhoek,Rijssen-Holten,Overijssel
Dijkerhoek,Hof van Twente,Overijssel
Dijkhuizen,De Wolden,Drenthe
Dijkhuizen,Epe,GLD
Dijkmanshuizen,Texel,NH
Dijksterburen,Wñnseradiel,Frysland
Dikninge,De Wolden,Drenthe
Dingen,Winsum,Groningen
Dinteloord,Steenbergen,NB
Dinteloord en Prinsenland,Steenbergen,NB
Dinther,Bernheze,NB
Dinxperlo,Aalten,GLD
Diphoorn,Coevorden,Drenthe
Dirkshorn,Harenkarspel,NH
Dirksland,Dirksland,ZH
Dishoek,Veere,Zeeland
Distelberg,Haaren,NB
Diunt,Breda,NB
Dodewaard,Neder-Betuwe,GLD
Doenrade,Schinnen,Limburg
Doesburg,Doesburg,GLD
Doetinchem,Doetinchem,GLD
Doeveren,Heusden,NB
Doezum,Grootegast,Groningen
Dokkum,Dongeradeel,Frysland
Dokkumer Nieuwe Zijlen,Dongeradeel,Frysland
Dolberg,Voerendaal,Limburg
Doldersum,Westerveld,Drenthe
Domburg,Veere,Zeeland
Dommelen,Valkenswaard,NB
Donderen,Tynaarlo,Drenthe
Dongen,Dongen,NB
Dongjum,Franekeradeel,Frysland
Doniaburen,Wñnseradiel,Frysland
Doniaga,SkarsterlÉn,Frysland
Donk,Eersel,NB
Donk,Kessel,Limburg
Donk,Laarbeek,NB
Donkerbroek,Ooststellingwerf,Frysland
Doonheide,Gemert-Bakel,NB
Doorn,Utrechtse Heuvelrug,Utrecht
Doornenburg,Lingewaard,GLD
Doornspijk,Elburg,GLD
Doornsteeg,Nijkerk,GLD
Doorwerth,Renkum,GLD
Doosje,Steenwijkerland,Overijssel
Dordrecht,Dordrecht,ZH
Dorkwerd,Groningen,Groningen
Dorkwerd,Winsum,Groningen
Dorplein,Cranendonck,NB
Dorregeest,Uitgeest,NH
Dorst,Oosterhout,NB
Dortherhoek,Deventer,Overijssel
Douvergenhout,Onderbanken,Limburg
Draai,Heerhugowaard,NH
Draaibrug,Sluis,Zeeland
Drachten,Smallingerland,Frysland
Drachtster compagnie,Smallingerland,Frysland
Drachtstercompagnie,Smallingerland,Frysland
Dreischor,Schouwen-Duiveland,Zeeland
Drempt,Bronckhorst,GLD
Dreumel,West Maas en Waal,GLD
Drie,Ermelo,GLD
Drie Hoefijzers,Moerdijk,NB
Driebergen-Rijsenburg,Utrechtse Heuvelrug,Utrecht
Drieborg,Reiderland,Groningen
Driebruggen,Reeuwijk,ZH
Driedorp,Nijkerk,GLD
Driehuis,Eersel,NB
Driehuis,Velsen,NH
Driehuizen,Eersel,NB
Driehuizen,Hilvarenbeek,NB
Driehuizen,Schermer,NH
Driehuizen,Texel,NH
Driel,Overbetuwe,GLD
Driemond,Amsterdam,NH
Driesum,Dantumadiel,Frysland
Driewegen,Borsele,Zeeland
Driewegen,Terneuzen,Zeeland
Drijber,Midden-Drenthe,Drenthe
Drimmelen,Drimmelen,NB
Drogeham,Achtkarspelen,Frysland
Drogt,De Wolden,Drenthe
Drogteropslagen,Hardenberg,Overijssel
Drogteropslagen,De Wolden,Drenthe
Drongelen,Aalburg,NB
Dronrijp,Menaldumadeel,Frysland
Dronten,Dronten,Flevoland
Drouwen,Borger-Odoorn,Drenthe
Drouwenermond,Borger-Odoorn,Drenthe
Drouwenerveen,Borger-Odoorn,Drenthe
Druisdijk,Alphen-Chaam,NB
Drumpt,Tiel,GLD
Drunen,Heusden,NB
Druten,Druten,GLD
Dubbeldam,Dordrecht,ZH
Duistervoorde,Voorst,GLD
Duiven,Duiven,GLD
Duivendrecht,Ouder-Amstel,NH
Duizel,Eersel,NB
Dulder,Dinkelland,Overijssel
Dun,Hilvarenbeek,NB
Dunnigen,De Wolden,Drenthe
Dunsborg,Bronckhorst,GLD
Durgerdam,Amsterdam,NH
Dussen,Werkendam,NB
Duur,Olst-Wijhe,Overijssel
Dwarsgracht,Steenwijkerland,Overijssel
Dwingeloo,Westerveld,Drenthe
Eagum,Boarnsterhim,Frysland
EarnewÉld,Tytsjerksteradiel,Frysland
Easterein,Littenseradiel,Frysland
Easterlittens,Littenseradiel,Frysland
Eastermar,Tytsjerksteradiel,Frysland
Easterwierrum,Littenseradiel,Frysland
Echt,Echt-Susteren,Limburg
Echteld,Neder-Betuwe,GLD
Echten,De Wolden,Drenthe
Echten,Lemsterland,Frysland
Echtenerbrug,Lemsterland,Frysland
Echterbosch,Echt-Susteren,Limburg
Eck en Wiel,Buren,GLD
Eckelrade,Margraten,Limburg
Edam,Volendam,NH
Ede,Ede,GLD
Edens,Littenseradiel,Frysland
Ederveen,Ede,GLD
Ee,Dongeradeel,Frysland
Eede,Sluis,Zeeland
Eefde,Lochem,GLD
Eefsele,Oost Gelre,GLD
Eekt,Oldebroek,GLD
Eekwerd,Loppersum,Groningen
Eekwerderdraai,Loppersum,Groningen
Eelde,Tynaarlo,Drenthe
Eelderwolde,Tynaarlo,Drenthe
Eelen en Rhaan,Hellendoorn,Overijssel
Eembrugge,Baarn,Utrecht
Eemdijk,Bunschoten,Utrecht
Eemnes,Eemnes,Utrecht
Eemshaven,Eemsmond,Groningen
Eemster,Westerveld,Drenthe
Eemswoude,Wñnseradiel,Frysland
Eemten,De Wolden,Drenthe
Een,Noordenveld,Drenthe
Een West,Noordenveld,Drenthe
Een West,Ooststellingwerf,Frysland
Eeneind,Nuenen, Gerwen en Nederwetten,NB
Eenigenburg,Harenkarspel,NH
Eenigenburg,Zijpe,NH
Eenrum,De Marne,Groningen
Eenum,Loppersum,Groningen
Eerbeek,Brummen,GLD
Eerde,Ommen,Overijssel
Eerde,Veghel,NB
Eernewoude,Tytsjerksteradiel,Frysland
Eersel,Eersel,NB
Eerste Exloermond,Borger-Odoorn,Drenthe
Ees,Borger-Odoorn,Drenthe
Eese,Steenwijkerland,Overijssel
Eesergroen,Borger-Odoorn,Drenthe
Eeserveen,Borger-Odoorn,Drenthe
Eesterga,Lemsterland,Frysland
Eestrum,Tytsjerksteradiel,Frysland
Eesveen,Steenwijkerland,Overijssel
Eethen,Aalburg,NB
Eext,Aa en Hunze,Drenthe
Eexterveen,Aa en Hunze,Drenthe
Eexterveensche Kanaal,Aa en Hunze,Drenthe
Eexterveenschekanaal,Aa en Hunze,Drenthe
Eexterzandvoort,Aa en Hunze,Drenthe
Effen,Breda,NB
Egchel,Helden,Limburg
Egede,Hellendoorn,Overijssel
Egmond aan den Hoef,Bergen,NH
Egmond aan Zee,Bergen,NH
Egmond Binnen,Bergen,NH
Egmondermeer,Bergen,NH
Eibergen,Berkelland,GLD
Eierland,Texel,NH
Eijsden,Eijsden,Limburg
Eikberg,Breda,NB
Eikelhof,Olst-Wijhe,Overijssel
Eikenheuvel,Uden,NB
Eiland,Maasgouw,Limburg
Eind van den Hout,Oosterhout,NB
Eindhoven,Eindhoven,NB
Eindje,Someren,NB
Einighausen,Sittard-Geleen,Limburg
Ekamp,Reiderland,Groningen
Ekehaar,Aa en Hunze,Drenthe
Elahuizen,GaasterlÉn-Sleat,Frysland
Elburg,Elburg,GLD
Elden,Arnhem,GLD
Eldersloo,Aa en Hunze,Drenthe
Eldijk,Coevorden,Drenthe
Eldik,Neder-Betuwe,GLD
Eldrik,Bronckhorst,GLD
Electra,Zuidhorn,Groningen
Eleveld,Aa en Hunze,Drenthe
Elft,Wieringen,NH
Elim,Hoogeveen,Drenthe
Elkenrade,Gulpen-Wittem,Limburg
Elkerzee,Schouwen-Duiveland,Zeeland
Ell,Leudal,Limburg
Ellecom,Rheden,GLD
Ellemeet,Schouwen-Duiveland,Zeeland
Ellerhuizen,Bedum,Groningen
Ellersinghuizen,Vlagtwedde,Groningen
Ellertshaar,Borger-Odoorn,Drenthe
Ellewoutsdijk,Borsele,Zeeland
Elp,Midden-Drenthe,Drenthe
Elsen,Hof van Twente,Overijssel
Elsendorp,Gemert-Bakel,NB
Elsenerbroek,Hof van Twente,Overijssel
Elshof,Olst-Wijhe,Overijssel
Elshout,Heusden,NB
Elsloo,Ooststellingwerf,Frysland
Elsloo,Stein,Limburg
Elspeet,Nunspeet,GLD
Elst,Overbetuwe,GLD
Elst,Rhenen,Utrecht
Elzet,Gulpen-Wittem,Limburg
Emmeloord,Noordoostpolder,Flevoland
Emmen,Dalfsen,Overijssel
Emmen,Emmen,Drenthe
Emmer Compascuum,Emmen,Drenthe
Emmer CompascuÅm,Emmen,Drenthe
Emmer Erfscheidenveen,Emmen,Drenthe
Empe,Brummen,GLD
Empel, s Hertogenbosch,NB
Emst,Epe,GLD
Engeland,Apeldoorn,GLD
Engeland,Dalfsen,Overijssel
Engeland,De Wolden,Drenthe
Engelbert,Groningen,Groningen
Engelen,s Hertogenbosch,NB
Engelum,Menaldumadeel,Frysland
Englum,Zuidhorn,Groningen
Engwier,Wenseradiel,Frysland
Engwierum,Dongeradeel,Frysland
Enkhuizen,Enkhuizen,NH
Ens,Noordoostpolder,Flevoland
Enschede,Enschede,Overijssel
Enschot,Tilburg,NB
Enspijk,Geldermalsen,GLD
Enter,Wierden,Overijssel
Enumatil,Grootegast,Groningen
Enumatil,Leek,Groningen
Epe,Epe,GLD
Epen,Gulpen-Wittem,Limburg
Eperheide,Gulpen-Wittem,Limburg
Eppenhuizen,Eemsmond,Groningen
Epse,Lochem,GLD
Erica,Emmen,Drenthe
Erichem,Buren,GLD
Erlecom,Ubbergen,GLD
Erm,Coevorden,Drenthe
Ermelo,Ermelo,GLD
Ermerveen,Coevorden,Drenthe
Erp,Veghel,NB
Esbeek,Hilvarenbeek,NB
Escamp,Den Haag,ZH
Esch,Haaren,NB
Escharen,Grave,NB
Esdonk,Gemert Bakel,NB
Esp,Gemert-Bakel,NB
Espel,Noordoostpolder,Flevoland
Espelo,Rijssen Holten,Overijssel
Essen,Haren,Groningen
Essenbroek,Buren,GLD
Est,Neerijnen,GLD
Etenaken,Gulpen Wittem,Limburg
Etersheim,Zeevang,NH
Etten,Oude IJsselstreek,GLD
Etten-Leur,Etten Leur,NB
Etzenrade,Onderbanken,Limburg
Europoort,Rotterdam,ZH
Eursinge,De Wolden,Drenthe
Eursinge,Midden-Drenthe,Drenthe
Eursinge,Westerveld,Drenthe
Euvelgunne,Groningen,Groningen
Euverem,Gulpen Wittem,Limburg
Everdingen,Vianen,Utrecht
Everland,Roosendaal,NB
Evertsoord,Sevenum,Limburg
Ewijcksluis Van,Anna Paulowna,NH
Ewijk,Beuningen,GLD
Ewijk,Heumen,GLD
Exel,Lochem,GLD
Exloermond Eerste,Borger-Odoorn,Drenthe
Exloermond Tweede,Borger-Odoorn,Drenthe
Exloerveen,Borger-Odoorn,Drenthe
Exloo,Borger-Odoorn,Drenthe
Exmorra,Wñnseradiel,Frysland
Exmorrazijl,Wenseradiel,Frysland
Eygelshoven,Kerkrade,Limburg
Eys,Gulpen-Wittem,Limburg
Eyserheide,Gulpen-Wittem,Limburg
Eyserheide,Voerendaal,Limburg
Ezinge,Winsum,Groningen
Ezumazijl,Dongeradeel,Frysland
Faan,Grootegast,Groningen
Farmsum,Delfzijl,Groningen
Feerwerd,Winsum,Groningen
Feerwerdermeeden,Winsum,Groningen
Feijenoord,Rotterdam,ZH
Ferwerd,Ferwerderadiel,Frysland
Ferwoude,Wñnseradiel,Frysland
Fijnaart,Moerdijk,NB
Fijnaart en Heijningen,Moerdijk,NB
Finkum,Leeuwarderadeel,Frysland
Finsterwolde,Reiderland,Groningen
Finsterwolderhamrik,Reiderland,Groningen
Firdgum,Franekeradeel,Frysland
Fleringen,Tubbergen,Overijssel
Flieren,Lingewaard,GLD
Fluitenberg,Hoogeveen,Drenthe
Fochteloo,Ooststellingwerf,Frysland
Follega,Lemsterland,Frysland
Folsgare,Wymbritseradiel,Frysland
Formerum,Terschelling,Frysland
Fort,De Wolden,Drenthe
Fortmond,Olst-Wijhe,Overijssel
Foudgum,Dongeradeel,Frysland
Foxham,Hoogezand-Sappemeer,Groningen
Foxhol,Hoogezand-Sappemeer,Groningen
Foxholsterbosch,Hoogezand-Sappemeer,Groningen
Foxwolde,Noordenveld,Drenthe
Fraamklap,Loppersum,Groningen
Franeker,Franekeradeel,Frysland
Frankhuis,Zwolle,Overijssel
Fransum,Zuidhorn,Groningen
Frederiksoord,Westerveld,Drenthe
Friens,Boarnsterhim,Frysland
Frieschepalen,Opsterland,Frysland
Frieswijk,Deventer,Overijssel
Frik,Heerhugowaard,NH
Fromberg,Voerendaal,Limburg
Froombosch,Slochteren,Groningen
Frytum,Zuidhorn,Groningen
Gaaikemadijk,Zuidhorn,Groningen
Gaaikemaweer,Zuidhorn,Groningen
Gaanderen,Doetinchem,GLD
Gaarkeuken,Zuidhorn,Groningen
Gaast,Wñnseradiel,Frysland
Gaastmeer,Wymbritseradiel,Frysland
Gaete,Drimmelen,NB
Galder,Alphen-Chaam,NB
Gameren,Zaltbommel,GLD
Gammelke,Dinkelland,Overijssel
Ganzedijk,Reiderland,Groningen
Ganzert,Buren,GLD
Gapinge,Veere,Zeeland
Garderen,Barneveld,GLD
Garijp,Tytsjerksteradiel,Frysland
Garmerwolde,Ten Boer,Groningen
Garminge,Midden-Drenthe,Drenthe
Garnwerd,Winsum,Groningen
Garrelsweer,Loppersum,Groningen
Garreweer,Appingedam,Groningen
Garsthuizen,Loppersum,Groningen
Garyp,Tytsjerksteradiel,Frysland
Gassel,Cuijk,NB
Gassel,Grave,NB
Gasselte,Aa en Hunze,Drenthe
Gasselterboerveen,Aa en Hunze,Drenthe
Gasselterboerveenschemond,Aa en Hunze,Drenthe
Gasselternijveen,Aa en Hunze,Drenthe
Gasselternijveensche-mond,Aa en Hunze,Drenthe
Gasselternijveenschemond,Aa en Hunze,Drenthe
Gasselternijveenschemond 1e Dwarsdiep,Aa en Hunze,Drenthe
Gasselternijveenschemond 2e Dwarsdiep,Aa en Hunze,Drenthe
Gastel,Cranendonck,NB
Gasteren,Aa en Hunze,Drenthe
Gasthuis,Margraten,Limburg
Gauw,Wymbritseradiel,Frysland
Gebergte,Someren,NB
Gebroek,Sittard-Geleen,Limburg
Gebroek,Echt-Susteren,Limburg
Geelbroek,Aa en Hunze,Drenthe
Geeneind,Laarbeek,NB
Geer,Breukelen,Utrecht
Geerdijk,Twenterand,Overijssel
Geersbroek,Alphen-Chaam,NB
Geersdijk,Noord-Beveland,Zeeland
Geerstraat,Epe,GLD
Geertruidenberg,Geertruidenberg,NB
Geervliet,Bernisse,ZH
Gees,Coevorden,Drenthe
Geesbrug,Coevorden,Drenthe
Geesteren,Berkelland,GLD
Geesteren,Tubbergen,Overijssel
Geeuwenbrug,Westerveld,Drenthe
Geffen,Maasdonk,NB
Geijsteren,Meerlo-Wanssum,Limburg
Gelderingen,Steenwijkerland,Overijssel
Geldermalsen,Geldermalsen,GLD
Gelderse Buurt,Anna Paulowna,NH
Gelderswoude,Zoeterwoude,ZH
Geldrop,Geldrop-Mierlo,NB
Geleen,Sittard-Geleen,Limburg
Gellicum,Geldermalsen,GLD
Geloo,Venlo,Limburg
Gelselaar,Berkelland,GLD
Gemert,Gemert-Bakel,NB
Gemonde,Boxtel,NB
Gemonde,Schijndel,NB
Gemonde,Sint-Michielsgestel,NB
Gemonde,Sint-Oedenrode,NB
Genderen,Aalburg,NB
Gendringen,Oude IJsselstreek,GLD
Gendt,Lingewaard,GLD
Genemuiden,Zwartewaterland,Overijssel
Geneneind,Gemert-Bakel,NB
Gennep,Gennep,Limburg
Genum,Ferwerderadiel,Frysland
Gerkesklooster,Achtkarspelen,Frysland
Gerner,Dalfsen,Overijssel
Gersloot,Heerenveen,Frysland
Gerven,Putten,GLD
Gerwen,Nuenen, Gerwen en Nederwetten,NB
Geulhem,Valkenburg aan de Geul,Limburg
Geulle,Meerssen,Limburg
Geuzenveld-Slotermeer,Amsterdam,NH
Gever,Haaren,NB
Geverik,Beek,Limburg
Geysteren,Meerlo-Wanssum,Limburg
Giekerk,Tytsjerksteradiel,Frysland
Gieltjesdorp,Breukelen,Utrecht
Giersbergen,Heusden,NB
Giesbeek,Zevenaar,GLD
Giessen,Woudrichem,NB
Giessenburg,Giessenlanden,ZH
Giessendam,Hardinxveld-Giessendam,ZH
Giessendam/Neder-Hardinxveld,Hardinxveld-Giessendam,ZH
Gietelo,Voorst,GLD
Gieten,Aa en Hunze,Drenthe
Gieterveen,Aa en Hunze,Drenthe
Gieterzandvoort,Aa en Hunze,Drenthe
Giethmen,Ommen,Overijssel
Giethoorn,Steenwijkerland,Overijssel
Gijsselte,De Wolden,Drenthe
Gijzel,Haaren,NB
Gilze,Gilze en Rijen,NB
Ginderdoor,Alphen-Chaam,NB
Ginderdoor,Laarbeek,NB
Ginneken,Breda,NB
Glane,Losser,Overijssel
Glane-Beekhoek,Losser,Overijssel
Glanerbrug,Enschede,Overijssel
Glimmen,Haren,Groningen
Godlinze,Delfzijl,Groningen
Goedereede,Goedereede,ZH
Goânga,Wymbritseradiel,Frysland
Goângahuizen,Smallingerland,Frysland
Goes,Goes,Zeeland
Goidschalxoord,Binnenmaas,ZH
Goingarijp,SkarsterlÉn,Frysland
Goirle,Goirle,NB
Goldhoorn,Reiderland,Groningen
Gooi,Bronckhorst,GLD
Gooium,Wñnseradiel,Frysland
Goor,Hof van Twente,Overijssel
Gorinchem,Gorinchem,ZH
Gorkum,Gorinchem,ZH
Gorp,Hilvarenbeek,NB
Gorredijk,Opsterland,Frysland
Gorssel,Lochem,GLD
Gortel,Epe,GLD
Gouda,Gouda,ZH
Gouderak,Ouderkerk,ZH
Goudriaan,Graafstroom,ZH
Goudswaard,Korendijk,ZH
Goutum,Leeuwarden,Frysland
Gouwe,Opmeer,NH
Graauw,Hulst,Zeeland
Gracht,Gulpen-Wittem,Limburg
Graetheide,Sittard-Geleen,Limburg
Grafhorst,Kampen,Overijssel
Graft,Graft-De Rijp,NH
Gramsbergen,Hardenberg,Overijssel
Grashoek,Helden,Limburg
Graswijk,Assen,Drenthe
Grathem,Leudal,Limburg
Grauwe Kat,Wñnseradiel,Frysland
Grave,Grave,NB
Grazen,Alphen-Chaam,NB
Greffelkamp,Montferland,GLD
Greonterp,Wymbritseradiel,Frysland
Greup,Binnenmaas,ZH
Greup,Oud-Beijerland,ZH
Grevenberg,Coevorden,Drenthe
Grevenbicht,Sittard-Geleen,Limburg
Griendtsveen,Horst aan de Maas,Limburg
Grijpskerk,Zuidhorn,Groningen
Grijpskerke,Veere,Zeeland
Groede,Sluis,Zeeland
Groenekan,De Bilt,Utrecht
Groenendaal,Apeldoorn,GLD
Groenendijk,Oosterhout,NB
Groenewoud,Laarbeek,NB
Groeningen,Boxmeer,NB
Groenlanden,Ubbergen,GLD
Groenlo,Oost Gelre,GLD
Groenstraat,Hilvarenbeek,NB
Groenveld,Harenkarspel,NH
Groenveld,Zijpe,NH
Groesbeek,Groesbeek,GLD
Groeskuilen,Gemert-Bakel,NB
Groessen,Duiven,GLD
Groet,Bergen,NH
Groetpolder,Niedorp,NH
Grolloo,Aa en Hunze,Drenthe
Groningen,Groningen,Groningen
Gronsveld,Eijsden,Limburg
Groot Agelo,Dinkelland,Overijssel
Groot Dochteren,Lochem,GLD
Groot Dorregeest,Uitgeest,NH
Groot Genhout,Beek,Limburg
Groot Hitland,Nieuwerkerk aan den IJssel,ZH
Groot Loo,Hilvarenbeek,NB
Groot-Ammers,Liesveld,ZH
Groot-Oever,Hardenberg,Overijssel
Groot-Welsden,Margraten,Limburg
Groot Wetsinge,Winsum,Groningen
